"","title.info","date","briefs","story.link"
"2241","Congratulations to President of Armenia Serzh Sargsyan",2010-09-21,"Dmitry Medvedev congratulated President of the Republic of Armenia Serzh Sargsyan on Independence Day, the country’s national holiday.","http://eng.kremlin.ru/news/969"
"2242","Congratulations to President of the Republic of South Ossetia Eduard Kokoity",2010-09-20,"Dmitry Medvedev congratulated President of the Republic of South Ossetia Eduard Kokoity on Independence Day, the country’s national holiday.","http://eng.kremlin.ru/news/960"
"2243","Greetings to delegates of the IAEA 54th General Conference",2010-09-20,"Dmitry Medvedev sent his greetings to delegates of the International Atomic Energy Agency’s 54th General Conference.","http://eng.kremlin.ru/news/958"
"2244","The Russian and Ukrainian presidents discussed cooperation in the border regions",2010-09-18,"Dmitry Medvedev and Viktor Yanukovych continued in Zavidovo (Tver Region) the talks they began in Ukraine’s Sumy Region on September 17, 2010.","http://eng.kremlin.ru/news/957"
"2245","The Russian and Ukrainian presidents had a meeting on Russian-Ukrainian migration policy",2010-09-17,"The two leaders discussed the situation with Russian-Ukrainian border crossing by the two nations’ citizens, involving border, customs, and migration control, and simplifying relevant procedures and improving border crossing points’ operation.","http://eng.kremlin.ru/news/954"
"2246","Condolences to President of Sri Lanka Mahinda Rajapaksa",2010-09-17,"Dmitry Medvedev sent his condolences to President of Sri Lanka Mahinda Rajapaksa following a road accident that has caused many victims.","http://eng.kremlin.ru/news/952"
"2247","The Russian and Ukrainian presidents took part in one of the stages in the St Petersburg-Moscow-Kiev International Motor Rally",2010-09-17,"Dmitry Medvedev and  Viktor Yanukovych took part in a stage of the international motor rally marking 100 years since the first Emperor Nicholas II Prize St Petersburg-Kiev Motor Rally took place.","http://eng.kremlin.ru/news/953"
"2248","Congratulations to Michelle Bachelet on her appointment as UN Under-Secretary-General",2010-09-17,"Dmitry Medvedev congratulated Michelle Bachelet on her appointment as UN Under-Secretary-General and head of the new UN entity for gender equality and the empowerment of women.","http://eng.kremlin.ru/news/950"
"2249","Russia and Norway have signed a treaty on the sea borders and on cooperation in the northern seas",2010-09-15,"Dmitry Medvedev said the signing of the Russian-Norwegian Treaty on Maritime Delimitation and Cooperation in the Barents Sea and the Arctic Ocean is a historic event that will influence the general situation in the region, strengthening international and regional security and intensifying cooperation between the Arctic countries.","http://eng.kremlin.ru/news/944"
"2250","Beginning of Russian-Norwegian talks",2010-09-15,NA,"http://eng.kremlin.ru/transcripts/945"
"2251","News conference following Russian-Norwegian talks",2010-09-15,NA,"http://eng.kremlin.ru/transcripts/946"
"2252","The Russian and Ukrainian presidents will take part in events of St Petersburg-Moscow-Kiev International Motor Rally",2010-09-15,"Dmitry Medvedev and Viktor Yanukovych will take part in events of St Petersburg-Moscow-Kiev International Motor Rally on September 17, 2010.","http://eng.kremlin.ru/news/943"
"2253","Congratulations to Dmitry Medvedev from leaders of foreign nations",2010-09-14,"Dmitry Medvedev received many congratulations on his birthday from foreign leaders.","http://eng.kremlin.ru/news/942"
"2254","Telephone conversation with Federal Chancellor of Germany",2010-09-14,"Federal Chancellor of Germany Angela Merkel expressed her best wishes and congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/941"
"2255","Telephone conversation with President of Azerbaijan",2010-09-14,"President of Azerbaijan Ilham Aliyev warmly congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/940"
"2256","Telephone conversation with President of Kazakhstan",2010-09-14,"President of Kazakhstan Nursultan Nazarbayev extended his warm congratulations to Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/937"
"2257","Telephone conversation with President of Armenia",2010-09-14,"President of Armenia Serzh Sargsyan sincerely congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/938"
"2258","Telephone conversation with President of Ukraine",2010-09-14,"President of Ukraine Viktor Yanukovych congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/936"
"2259","Telephone conversation with President of Armenia",2010-09-11,"Dmitry Medvedev had a telephone conversation with President of Armenia Serzh Sargsyan.","http://eng.kremlin.ru/news/929"
"2260","Congratulations to Nong Duc Manh",2010-09-11,"Dmitry Medvedev congratulated Secretary General of the Central Committee of the Communist Party of Vietnam Nong Duc Manh on his 70th birthday.","http://eng.kremlin.ru/news/924"
"2261","Meeting with Prime Minister of Italy Silvio Berlusconi",2010-09-10,"Dmitry Medvedev and Silvio Berlusconi discussed the prospects for developing bilateral cooperation and the upcoming G20 summit among other issues.","http://eng.kremlin.ru/news/918"
"2262","Meeting with President of the Republic of Korea Lee Myung-bak",2010-09-10,"Dmitry Medvedev and Lee Myung-bak discussed various aspects of bilateral cooperation, international and regional security issues, and preparations for the G20 summit in Seoul.","http://eng.kremlin.ru/news/917"
"2263","Meeting with Special Envoy of the Japanese Prime Minister Yukio Hatoyama",2010-09-10,"On the sidelines of the Global Policy Forum taking place in Yaroslavl Dmitry Medvedev met with the Japanese Prime Minister’s special envoy Yukio Hatoyama.","http://eng.kremlin.ru/news/915"
"2264","Meeting with President of Ireland Mary McAleese",2010-09-09,"Dmitry Medvedev and Mary McAleese discussed various aspects of Russian-Irish cooperation, including trade, economic and humanitarian ties, and prospects for their development.","http://eng.kremlin.ru/news/911"
"2265","Telephone conversation with President of Kazakhstan Nursultan Nazarbayev",2010-09-09,NA,"http://eng.kremlin.ru/news/909"
"2266","Congratulations to Emomali Rahmon",2010-09-09,"Dmitry Medvedev congratulated President of  Tajikistan Emomali Rahmon on  Independence Day, Tajikistan's national holiday.","http://eng.kremlin.ru/news/907"
"2267","Telephone conversation with King of Spain Juan Carlos I",2010-09-07,"On behalf of the Spanish people, the King of Spain expressed solidarity and sympathy following the recent terrorist attacks in Russia. Dmitry Medvedev thanked King Juan Carlos I for his words of support.","http://eng.kremlin.ru/news/898"
"2268","Dmitry Medvedev took part in the seventh Forum of Interregional Cooperation of Russia and Kazakhstan",2010-09-07,"The Forum's central theme is interaction between Russia and Kazakhstan in the sphere of sustainable development and high technology.","http://eng.kremlin.ru/news/894"
"2269","Dmitry Medvedev and Nursultan Nazarbayev visited Russia-Kazakhstan Exhibition of Innovation Technology",2010-09-07,"The two leaders surveyed the information stands New Approaches to Kazakhstan’s Innovation Policy and Innovative Technology in Housing and Utilities, and visited Irgetas engineering laboratory.","http://eng.kremlin.ru/news/893"
"2270","Prime Minister of Norway Jens Stoltenberg will make a working visit to Russia",2010-09-07,"On September 15, 2010, Prime Minister of the Kingdom of Norway Jens Stoltenberg will arrive in Murmansk where his talks with President Medvedev will take place.","http://eng.kremlin.ru/news/892"
"2271","Joint news conference following Russian-Azerbaijani talks",2010-09-03,NA,"http://eng.kremlin.ru/transcripts/883"
"2272","Official visit to Azerbaijan",2010-09-03,"Dmitry Medvedev made a two-day official visit to Azerbaijan.","http://eng.kremlin.ru/news/878"
"2273","Dmitry Medvedev will meet with the President of Ireland",2010-09-03,"Dmitry Medvedev will meet with President of Ireland Mary McAleese on September 9, 2010.","http://eng.kremlin.ru/news/880"
"2274","Condolences to President of Pakistan Asif Ali Zardari",2010-09-03,"Dmitry Medvedev sent his condolences to President of Pakistan Asif Ali Zardari following a terrorist attack in Lahore.","http://eng.kremlin.ru/news/879"
"2275","Beginning of meeting with President of Azerbaijan Ilham Aliyev",2010-09-03,NA,"http://eng.kremlin.ru/transcripts/881"
"2276","Dmitry Medvedev arrived in Baku on an official visit",2010-09-02,"The President of Russia honoured the memory of national leader of Azerbaijan Heydar Aliyev and visited the Alley of Martyrs in Baku.","http://eng.kremlin.ru/news/875"
"2277","Congratulations to President of Socialist Republic of Vietnam Nguyen Minh Triet",2010-09-02,"Dmitry Medvedev congratulated President of the Socialist Republic of Vietnam Nguyen Minh Triet on Vietnam’s national holiday, the 65th anniversary of independence.","http://eng.kremlin.ru/news/870"
"2278","Congratulations to President of Uzbekistan Islam Karimov",2010-09-01,"Dmitry Medvedev sent a message of congratulations to President of Uzbekistan Islam Karimov on Independence Day, Uzbekistan’s national holiday.","http://eng.kremlin.ru/news/864"
"2279","Dmitry Medvedev will make a visit to Kazakhstan",2010-09-01,NA,"http://eng.kremlin.ru/news/862"
"2280","Dmitry Medvedev will take part in Global Policy Forum",2010-09-01,"Dmitry Medvedev will take part in the Global Policy Forum The Modern State: Standards of Democracy and Criteria of Efficiency in Yaroslavl on September 9-10, 2010.","http://eng.kremlin.ru/news/861"
"2281","Meeting with Donald Tsang",2010-08-31,"The Russian leader met in the Kremlin with Chief Executive of the Hong Kong Special Administrative Region of the People's Republic of China Donald Tsang.","http://eng.kremlin.ru/news/857"
"2282","Congratulations to President of Kyrgyzstan Roza Otunbayeva",2010-08-31,"Dmitry Medvedev sent his congratulations to President of the Kyrgyz Republic Roza Otunbayeva on Independence Day, Kyrgyzstan’s national holiday.","http://eng.kremlin.ru/news/855"
"2283","Dmitry Medvedev will make an official visit to Azerbaijan on September 2-3, 2010",2010-08-30,NA,"http://eng.kremlin.ru/news/850"
"2284","Dmitry Medvedev will meet with Donald Tsang",2010-08-30,"Dmitry Medvedev will meet with Chief Executive of the Hong Kong Special Administrative Region of the People's Republic of China  Donald Tsang on August 31, 2010.","http://eng.kremlin.ru/news/849"
"2285","Congratulations to Acting President of Moldova and Speaker of the Moldovan Parliament Mihai Ghimpu",2010-08-27,"Dmitry Medvedev sent his congratulations to Acting President of Moldova and Speaker of the Moldovan Parliament Mihai Ghimpu on Moldova’s Independence Day holiday.","http://eng.kremlin.ru/news/841"
"2286","Meeting with President of Switzerland Doris Leuthard",2010-08-26,"During the talks, Dmitry Medvedev and Doris Leuthard focused particularly on issues of bilateral economic cooperation, including energy and high technology.","http://eng.kremlin.ru/news/837"
"2287","Condolences to President of China Hu Jintao following plane crash in Yichun",2010-08-25,"Dmitry Medvedev sent his condolences to President of China Hu Jintao following a plane crash in Yichun that claimed many lives.","http://eng.kremlin.ru/news/834"
"2288","Statements for the media following meeting with Prime Minister of Luxembourg Jean-Claude Juncker",2010-08-24,NA,"http://eng.kremlin.ru/transcripts/827"
"2289","Meeting with Prime Minister of Luxembourg Jean-Claude Juncker",2010-08-24,"Dmitry Medvedev and Jean-Claude Juncker discussed bilateral economic ties, humanitarian issues, the situation in Europe and relations between Russia and the European Union.","http://eng.kremlin.ru/news/825"
"2290","Congratulations to President of Ukraine Viktor Yanukovych",2010-08-24,"Dmitry Medvedev sent his congratulations to President of Ukraine Viktor Yanukovych on Independence Day, Ukraine's national holiday.","http://eng.kremlin.ru/news/824"
"2291","Telephone conversation with President of Turkey Abdullah Gul",2010-08-23,"Dmitry Medvedev thanked the Turkish leadership and people for their help and support in the disaster relief efforts in Russia.","http://eng.kremlin.ru/news/817"
